web-scraper-order;web-scraper-start-url;linkto;linkto-href;Autor;Title;;;;;;;;;;;;;;;;;;;
1647211043-5413;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Weblogs und Wikis in der Hochschullehre: ein Erfahrungsbericht.;https://www.alexandria.unisg.ch/67060/;Back, Andrea;Weblogs und Wikis in der Hochschullehre: ein Erfahrungsbericht;;;;;;;;;;;;;;;;;;;
1647211406-5694;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Mobile First auch in Beratungsprozessen des Private Banking? Entwicklung und Validierung einer iPad-Applikation.;https://www.alexandria.unisg.ch/248640/;Ruf, Christian;;;;;;;;;;;;;;;;;;;;
1647211264-5603;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Informationsversorgung des Staates in der Informationsgesellschaft.;https://www.alexandria.unisg.ch/213797/;Bendel, Oliver & Back, Andrea;Informationsversorgung des Staates in der Informationsgesellschaft;;;;;;;;;;;;;;;;;;;
1647211549-5783;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Steuerungstool des Board of Directors für Digitale Transformationsprojekte.;https://www.alexandria.unisg.ch/260172/;Mörstedt, Nils G. & Back, Andrea;Steuerungstool des Board of Directors für Digitale Transformationsprojekte;;;;;;;;;;;;;;;;;;;
1647211209-5557;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Dealing with Knowledge Assets.;https://www.alexandria.unisg.ch/66690/;;Dealing with Knowledge Assets;;;;;;;;;;;;;;;;;;;
1647211116-5481;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Online-Video im E-Learning von Unternehmen - Bedeutung, Fallbeispiele, Didaktik, Produktion sowie Distribution mit Social Media.;https://www.alexandria.unisg.ch/213177/;;Online-Video im E-Learning von Unternehmen - Bedeutung, Fallbeispiele, Didaktik, Produktion sowie Distribution mit Social Media;;;;;;;;;;;;;;;;;;;
1647211479-5740;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Integrating the Smartphone : Applying the U-Constructs Approach on the Case of Mobile University Services.;https://www.alexandria.unisg.ch/211867/;;Integrating the Smartphone : Applying the U-Constructs Approach on the Case of Mobile University Services;;;;;;;;;;;;;;;;;;;
1647211337-5650;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Die wissenschaftliche Sicht: Der rechte Umgang mit Stakeholdern.;https://www.alexandria.unisg.ch/65875/;Back, Andrea;Die wissenschaftliche Sicht: Der rechte Umgang mit Stakeholdern;;;;;;;;;;;;;;;;;;;
1647211243-5586;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Qualitative und ökonomische Potenziale der Einführung eines LMS in der Credit Suisse.;https://www.alexandria.unisg.ch/67628/;Bendel, Oliver;;;;;;;;;;;;;;;;;;;;
1647211365-5672;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Unternehmensinternes Multiblog der Namics AG.;https://www.alexandria.unisg.ch/214325/;Hain, Stefanie & Schopp, Bernd;Unternehmensinternes Multiblog der Namics AG;;;;;;;;;;;;;;;;;;;
1647211255-5595;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Creating a Competency Model for Swissair and Sabena.;https://www.alexandria.unisg.ch/214289/;Keller, Miriam;;;;;;;;;;;;;;;;;;;;
1647210949-5324;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;IT und Wissensmanagement: Freude oder Feinde?;https://www.alexandria.unisg.ch/213639/;;IT und Wissensmanagement: Freude oder Feinde?;;;;;;;;;;;;;;;;;;;
1647211487-5745;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Barrieren am Weg zum Mobile Contactless Payment : Eine Marktanalyse und Bestandsaufnahme der Situation in der Schweiz.;https://www.alexandria.unisg.ch/211868/;;Barrieren am Weg zum Mobile Contactless Payment : Eine Marktanalyse und Bestandsaufnahme der Situation in der Schweiz;;;;;;;;;;;;;;;;;;;
1647211168-5523;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Aktuelle Trends in Enterprise Mobility.;https://www.alexandria.unisg.ch/220095/;;Aktuelle Trends in Enterprise Mobility;;;;;;;;;;;;;;;;;;;
1647211284-5620;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Data Mining and Social Network Analysis of Ideation Contests : A Repeated Measures Design.;https://www.alexandria.unisg.ch/226769/;Walter, Thomas & Back, Andrea;Data Mining and Social Network Analysis of Ideation Contests : A Repeated Measures Design;;;;;;;;;;;;;;;;;;;
1647211077-5447;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Zeit für kreative Verdrängung des Althergebrachten im betrieblichen E-Learning: Disruptive Innovation.;https://www.alexandria.unisg.ch/67620/;Back, Andrea;Zeit für kreative Verdrängung des Althergebrachten im betrieblichen E-Learning: Disruptive Innovation;;;;;;;;;;;;;;;;;;;
1647211104-5471;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Mit Medienkompetenz zum Studierendenerlebnis.;https://www.alexandria.unisg.ch/213933/;;Mit Medienkompetenz zum Studierendenerlebnis;;;;;;;;;;;;;;;;;;;
1647211294-5625;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Coworking aus Unternehmenssicht II: Out of Office – into the Flow?;https://www.alexandria.unisg.ch/256520/;Josef, Barbara;;;;;;;;;;;;;;;;;;;;
1647210982-5354;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;E-Learning im Unternehmen: Vom Kursprojekt zum Reengineering der Bildungsprozesse.;https://www.alexandria.unisg.ch/66843/;;E-Learning im Unternehmen: Vom Kursprojekt zum Reengineering der Bildungsprozesse;;;;;;;;;;;;;;;;;;;
1647211560-5795;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Ein Modell zur Kalkulation der Kosten je Absolvent.;https://www.alexandria.unisg.ch/196672/;;Ein Modell zur Kalkulation der Kosten je Absolvent;;;;;;;;;;;;;;;;;;;
1647211523-5768;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Identification and Importance of the Technological Risks of Open Source Software in the Enterprise Adoption Context.;https://www.alexandria.unisg.ch/241392/;Silic, Mario & Back, Andrea;Identification and Importance of the Technological Risks of Open Source Software in the Enterprise Adoption Context;;;;;;;;;;;;;;;;;;;
1647210990-5361;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Vorbereitungsgrad von Unternehmen für E-Learning.;https://www.alexandria.unisg.ch/214075/;Back, Andrea;Vorbereitungsgrad von Unternehmen für E-Learning;;;;;;;;;;;;;;;;;;;
1647211239-5582;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Betreibermodell und Anreizsystem für Multimedia-gestützte Studiengänge im Weiterbildungsmarkt.;https://www.alexandria.unisg.ch/196924/;Leithner, Barbara;;;;;;;;;;;;;;;;;;;;
1647211073-5444;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Lernkurve von 1.x nach 2.x - Erkenntnisse nach 100 Tagen Wissensblog.;https://www.alexandria.unisg.ch/213950/;;Lernkurve von 1.x nach 2.x - Erkenntnisse nach 100 Tagen Wissensblog;;;;;;;;;;;;;;;;;;;
1647211195-5545;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Computer Supported Cooperative Work im Fokus des Bankensektors.;https://www.alexandria.unisg.ch/214141/;;Computer Supported Cooperative Work im Fokus des Bankensektors;;;;;;;;;;;;;;;;;;;
1647210972-5344;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Zum Verhältnis von eLearning und Wissensmanagement in Unternehmen.;https://www.alexandria.unisg.ch/213831/;;Zum Verhältnis von eLearning und Wissensmanagement in Unternehmen;;;;;;;;;;;;;;;;;;;
1647211118-5482;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Reifegrad-Modell und Methode zur Beurteilung des Vorbereitungsgrads von Organisationen für die Einführung von Kollaboration 2.0.;https://www.alexandria.unisg.ch/221827/;Back, Andrea;Reifegrad-Modell und Methode zur Beurteilung des Vorbereitungsgrads von Organisationen für die Einführung von Kollaboration 2.0;;;;;;;;;;;;;;;;;;;
1647210915-5289;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Trend-Landkarte: Unternehmen im Informationszeitalter, Groupware-Tutorial1.;https://www.alexandria.unisg.ch/214207/;Back, Andrea;Trend-Landkarte: Unternehmen im Informationszeitalter, Groupware-Tutorial1;;;;;;;;;;;;;;;;;;;
1647211424-5706;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Putting Knowledge Networks into Action: Methodology, Development, Maintenance.;https://www.alexandria.unisg.ch/213771/;;Putting Knowledge Networks into Action: Methodology, Development, Maintenance;;;;;;;;;;;;;;;;;;;
1647211416-5702;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;E-Learning im Unternehmen: Grundlagen - Strategien - Methoden - Technologien.;https://www.alexandria.unisg.ch/214187/;;E-Learning im Unternehmen: Grundlagen - Strategien - Methoden - Technologien;;;;;;;;;;;;;;;;;;;
1647211088-5456;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Enterprise Work 2.0: So arbeiten Profis im Netz ... und ich? Persönliche Standortbestimmung.;https://www.alexandria.unisg.ch/214376/;;Enterprise Work 2.0: So arbeiten Profis im Netz ... und ich? Persönliche Standortbestimmung;;;;;;;;;;;;;;;;;;;
1647211253-5594;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;How Knowledge Networks in practice look like: Findings from an international survey.;https://www.alexandria.unisg.ch/287/;Enkel, Ellen & Wicki, Yvonne;How Knowledge Networks in practice look like: Findings from an international survey;;;;;;;;;;;;;;;;;;;
1647210886-5263;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Teamzentrierte Lernumgebungen: Beispiele und Erfahrungen mit Lehrveranstaltungen an der Universität St. Gallen.;https://www.alexandria.unisg.ch/213791/;;Teamzentrierte Lernumgebungen: Beispiele und Erfahrungen mit Lehrveranstaltungen an der Universität St. Gallen;;;;;;;;;;;;;;;;;;;
1647211481-5741;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Towards Measuring Crowdsourcing Success: An Empirical Study on Effects of External Factors in Online Idea Contest.;https://www.alexandria.unisg.ch/214388/;Walter, Thomas & Back, Andrea;Towards Measuring Crowdsourcing Success: An Empirical Study on Effects of External Factors in Online Idea Contest;;;;;;;;;;;;;;;;;;;
1647210992-5363;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Vom Wissensmanagement zum Wissensnetzwerk.;https://www.alexandria.unisg.ch/213534/;Back, Andrea;Vom Wissensmanagement zum Wissensnetzwerk;;;;;;;;;;;;;;;;;;;
1647211000-5371;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Die Rolle des CLO.;https://www.alexandria.unisg.ch/213651/;Back, Andrea;Die Rolle des CLO;;;;;;;;;;;;;;;;;;;
1647211535-5775;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Impact of Gamification on User’s Knowledge-Sharing Practices:Relationships between Work Motivation, Performance Expectancy and Work Engagement.;https://www.alexandria.unisg.ch/250228/;Silic, Mario & Back, Andrea;Impact of Gamification on User’s Knowledge-Sharing Practices:Relationships between Work Motivation, Performance Expectancy and Work Engagement;;;;;;;;;;;;;;;;;;;
1647211110-5475;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Web-Video zur Wissenskommunikation.;https://www.alexandria.unisg.ch/68834/;Back, Andrea;Web-Video zur Wissenskommunikation;;;;;;;;;;;;;;;;;;;
1647211148-5505;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Barrieren am Weg zum Mobile Contactless Payment Eine Marktanalyse und Bestandsaufnahme der Situation in der Schweiz.;https://www.alexandria.unisg.ch/216766/;Back, Andrea;Barrieren am Weg zum Mobile Contactless Payment Eine Marktanalyse und Bestandsaufnahme der Situation in der Schweiz;;;;;;;;;;;;;;;;;;;
1647210925-5300;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Knowledge Management und Knowledge Portale: Konzepte und Trends.;https://www.alexandria.unisg.ch/213116/;;Knowledge Management und Knowledge Portale: Konzepte und Trends;;;;;;;;;;;;;;;;;;;
1647211132-5494;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Enterprise 2.0 für das Management.;https://www.alexandria.unisg.ch/146663/;;Enterprise 2.0 für das Management;;;;;;;;;;;;;;;;;;;
1647211067-5437;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Einführung in das Thema.;https://www.alexandria.unisg.ch/197471/;Back, Andrea;Einführung in das Thema;;;;;;;;;;;;;;;;;;;
1647211008-5380;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Corporate eLearning and Knowledge Management: Will convergence bridge the gaps?;https://www.alexandria.unisg.ch/66831/;;Corporate eLearning and Knowledge Management: Will convergence bridge the gaps?;;;;;;;;;;;;;;;;;;;
1647211501-5756;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Success and Failure: Two Longitudinal Case Studies on Media-Tablet Usage in CRM.;https://www.alexandria.unisg.ch/225216/;;Success and Failure: Two Longitudinal Case Studies on Media-Tablet Usage in CRM;;;;;;;;;;;;;;;;;;;
1647211247-5590;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Knowledge Network - Survey Findings (internal Paper).;https://www.alexandria.unisg.ch/213935/;Wicki, Yvonne;;;;;;;;;;;;;;;;;;;;
1647211517-5765;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Elicitation of Requirements for the Design of Mobile Financial Advisory Services - Instantiation and Validation of the Requirement Data Model with a Multi-method Approach.;https://www.alexandria.unisg.ch/238650/;Ruf, Christian;;;;;;;;;;;;;;;;;;;;
1647211493-5749;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Das St. Galler Enterprise 2.0 Methodenset - Ein Ansatz zum organisatorischen Wandel.;https://www.alexandria.unisg.ch/218408/;Friedel, Dominik & Back, Andrea;Das St. Galler Enterprise 2.0 Methodenset - Ein Ansatz zum organisatorischen Wandel;;;;;;;;;;;;;;;;;;;
1647211014-5386;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Die praktische Umsetzung von Blended-Learning-Angeboten in der betrieblichen Aus- und Weiterbildung.;https://www.alexandria.unisg.ch/213390/;;Die praktische Umsetzung von Blended-Learning-Angeboten in der betrieblichen Aus- und Weiterbildung;;;;;;;;;;;;;;;;;;;
1647210913-5287;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Kooperatives Lernen im Internet.;https://www.alexandria.unisg.ch/213414/;Back, Andrea;Kooperatives Lernen im Internet;;;;;;;;;;;;;;;;;;;
1647211018-5389;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;E-Learning quo vadis? Innovationsrichtungen veranschaulicht am St. Galler E-Learning Referenzmodell.;https://www.alexandria.unisg.ch/66845/;Back, Andrea;E-Learning quo vadis? Innovationsrichtungen veranschaulicht am St. Galler E-Learning Referenzmodell;;;;;;;;;;;;;;;;;;;
1647211255-5596;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Creating a Competency Model for Swissair and Sabena.;https://www.alexandria.unisg.ch/214289/;;Creating a Competency Model for Swissair and Sabena;;;;;;;;;;;;;;;;;;;
1647211461-5726;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Web-Analyse-Dienste als Instrument des Blog-Monitoring.;https://www.alexandria.unisg.ch/68009/;Walter, Thomas & Back, Andrea;Web-Analyse-Dienste als Instrument des Blog-Monitoring;;;;;;;;;;;;;;;;;;;
1647211012-5383;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;E-Learning industry updates & recommendations.;https://www.alexandria.unisg.ch/66844/;Back, Andrea;E-Learning industry updates & recommendations;;;;;;;;;;;;;;;;;;;
1647210994-5366;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Strategische Ausrichtung von E-Learning.;https://www.alexandria.unisg.ch/213861/;;Strategische Ausrichtung von E-Learning;;;;;;;;;;;;;;;;;;;
1647211539-5777;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Disentangling the Fuzzy Front End of Digital Transformation: Activities and Approaches.;https://www.alexandria.unisg.ch/254097/;Berghaus, Sabine & Back, Andrea;Disentangling the Fuzzy Front End of Digital Transformation: Activities and Approaches;;;;;;;;;;;;;;;;;;;
1647211063-5433;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Strategy Map und Scorecard für E-Learning Initiativen.;https://www.alexandria.unisg.ch/67254/;Back, Andrea;Strategy Map und Scorecard für E-Learning Initiativen;;;;;;;;;;;;;;;;;;;
1647211096-5464;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Revolutionäre Trends in der Zusammenarbeit: The wiki way, the twitter way, the open innovation way.;https://www.alexandria.unisg.ch/213366/;;Revolutionäre Trends in der Zusammenarbeit: The wiki way, the twitter way, the open innovation way;;;;;;;;;;;;;;;;;;;
1647211205-5553;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Knowledge Networks: Linking Knowledge Management to Business Strategy.;https://www.alexandria.unisg.ch/214149/;;Knowledge Networks: Linking Knowledge Management to Business Strategy;;;;;;;;;;;;;;;;;;;
1647210892-5269;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Strategisches Management & Informations- und Kommunikationstechnologien (IKT) insbesondere Knowledge Management.;https://www.alexandria.unisg.ch/66888/;;Strategisches Management & Informations- und Kommunikationstechnologien (IKT) insbesondere Knowledge Management;;;;;;;;;;;;;;;;;;;
1647211562-5796;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Aspekte zur Implementierung und Nutzung einer Prozesskostenrechnung. Rubrik Meinungsspiegel.;https://www.alexandria.unisg.ch/213946/;Back, Andrea;Aspekte zur Implementierung und Nutzung einer Prozesskostenrechnung. Rubrik Meinungsspiegel;;;;;;;;;;;;;;;;;;;
1647211286-5621;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Critical Factors Influencing Innovation Diffusion on Corporate Websites.;https://www.alexandria.unisg.ch/231448/;Zollet, Roman & Back, Andrea;Critical Factors Influencing Innovation Diffusion on Corporate Websites;;;;;;;;;;;;;;;;;;;
1647210978-5349;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Skill-Management: Heutiger Erkenntnisstand.;https://www.alexandria.unisg.ch/213314/;Back, Andrea;Skill-Management: Heutiger Erkenntnisstand;;;;;;;;;;;;;;;;;;;
1647210976-5347;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Wissensmanagement IKT-Systeme und -Tools.;https://www.alexandria.unisg.ch/213562/;Back, Andrea;Wissensmanagement IKT-Systeme und -Tools;;;;;;;;;;;;;;;;;;;
1647211041-5412;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;HSG Business Engineering Research Program.;https://www.alexandria.unisg.ch/214010/;;HSG Business Engineering Research Program;;;;;;;;;;;;;;;;;;;
1647210943-5317;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Corporate E-Learning: Strategic Issues.;https://www.alexandria.unisg.ch/213138/;Back, Andrea;Corporate E-Learning: Strategic Issues;;;;;;;;;;;;;;;;;;;
1647210921-5296;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Aufbau einer massgeschneiderten IT-Architektur für das Wissensmanagement.;https://www.alexandria.unisg.ch/213156/;;Aufbau einer massgeschneiderten IT-Architektur für das Wissensmanagement;;;;;;;;;;;;;;;;;;;
1647211116-5480;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Online-Video im E-Learning von Unternehmen - Bedeutung, Fallbeispiele, Didaktik, Produktion sowie Distribution mit Social Media.;https://www.alexandria.unisg.ch/213177/;Back, Andrea;Online-Video im E-Learning von Unternehmen - Bedeutung, Fallbeispiele, Didaktik, Produktion sowie Distribution mit Social Media;;;;;;;;;;;;;;;;;;;
1647211465-5731;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Website Usability for Internet Banking.;https://www.alexandria.unisg.ch/214619/;;Website Usability for Internet Banking;;;;;;;;;;;;;;;;;;;
1647211061-5431;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Sind Sie up-to-date? Übersicht über moderne Kommunikationsmittel und ihre praktische Anwendung.;https://www.alexandria.unisg.ch/197081/;Back, Andrea;Sind Sie up-to-date? Übersicht über moderne Kommunikationsmittel und ihre praktische Anwendung;;;;;;;;;;;;;;;;;;;
1647211203-5551;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;A Vision for Knowledge Networking.;https://www.alexandria.unisg.ch/197043/;;A Vision for Knowledge Networking;;;;;;;;;;;;;;;;;;;
1647211278-5616;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Newsaggregatoren-Software - ein Marktüberblick.;https://www.alexandria.unisg.ch/213814/;;Newsaggregatoren-Software - ein Marktüberblick;;;;;;;;;;;;;;;;;;;
1647211369-5674;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Podcasting.;https://www.alexandria.unisg.ch/213767/;Haentschel-erhart, Irene;Podcasting;;;;;;;;;;;;;;;;;;;
1647211160-5515;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Social Media: What is Social Media and how will Social Media change our future working environment.;https://www.alexandria.unisg.ch/216812/;Back, Andrea;Social Media: What is Social Media and how will Social Media change our future working environment;;;;;;;;;;;;;;;;;;;
1647211110-5476;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Web-Video zur Wissenskommunikation.;https://www.alexandria.unisg.ch/68834/;;Web-Video zur Wissenskommunikation;;;;;;;;;;;;;;;;;;;
1647210923-5297;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Technologie und Mensch im Wissensmanagement.;https://www.alexandria.unisg.ch/213494/;Back, Andrea;Technologie und Mensch im Wissensmanagement;;;;;;;;;;;;;;;;;;;
1647210898-5274;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Collaborative Learning in Action: Management Education at the University of St. Gallen.;https://www.alexandria.unisg.ch/6814/;Back, Andrea;;;;;;;;;;;;;;;;;;;;
1647211507-5759;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;The New Enterprise Mobility: Seizing the Opportunities and Challenges in Corporate Mobile IT.;https://www.alexandria.unisg.ch/225214/;;The New Enterprise Mobility: Seizing the Opportunities and Challenges in Corporate Mobile IT;;;;;;;;;;;;;;;;;;;
1647211043-5414;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Weblogs und Wikis in der Hochschullehre: ein Erfahrungsbericht.;https://www.alexandria.unisg.ch/67060/;;Weblogs und Wikis in der Hochschullehre: ein Erfahrungsbericht;;;;;;;;;;;;;;;;;;;
1647211266-5604;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Web-Conferencing Software Tools: Evaluierung der Marktführer.;https://www.alexandria.unisg.ch/67644/;Mayrhofer, David;;;;;;;;;;;;;;;;;;;;
1647211351-5661;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Supporting integration after M&A throuth Knowledge Networks within RWE Net.;https://www.alexandria.unisg.ch/259/;Gurgul, Grzegorz;;;;;;;;;;;;;;;;;;;;
1647211404-5693;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Enterprise 2.0 - Digitale Transformation durch soziale Technologien.;https://www.alexandria.unisg.ch/246905/;Back, Andrea;Enterprise 2.0 - Digitale Transformation durch soziale Technologien;;;;;;;;;;;;;;;;;;;
1647211270-5609;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Blended-Learning-Projekte im Unternehmen.;https://www.alexandria.unisg.ch/213554/;;Blended-Learning-Projekte im Unternehmen;;;;;;;;;;;;;;;;;;;
1647211069-5439;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Wikis, Blogs & Co. - neue Kommunikations- und Organisationsformen im Gesundheitswesen.;https://www.alexandria.unisg.ch/213941/;Back, Andrea;Wikis, Blogs & Co. - neue Kommunikations- und Organisationsformen im Gesundheitswesen;;;;;;;;;;;;;;;;;;;
1647210927-5301;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;High-Tech Teaching in a Semi-Virtual CEMS Course: Experiences with Collaborative Learning in Action.;https://www.alexandria.unisg.ch/213854/;Back, Andrea;High-Tech Teaching in a Semi-Virtual CEMS Course: Experiences with Collaborative Learning in Action;;;;;;;;;;;;;;;;;;;
1647210998-5369;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Der rechte Umgang mit Stakeholdern.;https://www.alexandria.unisg.ch/66833/;Back, Andrea;Der rechte Umgang mit Stakeholdern;;;;;;;;;;;;;;;;;;;
1647211186-5540;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Employing Consumer IT in Operations: Will iPads Save Money, Increase Efficiency, and Raise User Satisfaction?;https://www.alexandria.unisg.ch/230900/;Sammer, Thomas;;;;;;;;;;;;;;;;;;;;
1647211156-5511;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Mobile Learning App - Wie hätten Sie denn gerne Ihren intelligenten Lerncoach?;https://www.alexandria.unisg.ch/216806/;Back, Andrea & Henestrosa, Alexandra;Mobile Learning App - Wie hätten Sie denn gerne Ihren intelligenten Lerncoach?;;;;;;;;;;;;;;;;;;;
1647210980-5352;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Chief-Learning-Officer-Projektagenda 200x.;https://www.alexandria.unisg.ch/213110/;;Chief-Learning-Officer-Projektagenda 200x;;;;;;;;;;;;;;;;;;;
1647211063-5434;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?#group_article;Strategy Map und Scorecard für E-Learning Initiativen.;https://www.alexandria.unisg.ch/67254/;;Strategy Map und Scorecard für E-Learning Initiativen;;;;;;;;;;;;;;;;;;;
